Title;Subtitle;Image;Author;Publication;Year;Month;Day;Tag;Reading_Time;Claps;Comment;url;Author_url
AI as a Movie Maker;How I created an entire short movie using ML models only (and you can do it as;1;Vlad AlexMerzmensch);Towards Data Science;2020;6;1;AI;8;265;0;https://towardsdatascience.com/ai-as-a-movie-maker-e5865b99a06c?source=tag_archive---------0-----------------------;https://towardsdatascience.com/@merzmensch?source=tag_archive---------0-----------------------
5.5 Tips on Starting a Career in Data Science;People often ask me questions about starting a career in data science or for;1;Charles Givre;NaN;2020;6;1;AI;6;39;0;https://medium.com/@cgivre58/5-5-tips-on-starting-a-career-in-data-science-7c4ed636fc9e?source=tag_archive---------1-----------------------;https://medium.com/@cgivre58?source=tag_archive---------1-----------------------
NaN;NaN;1;Komal Dhuri;Walmart Global Tech Blog;2020;6;1;AI;6;75;0;https://medium.com/walmartglobaltech/making-walmarts-shopping-assistant-proactive-53a1764fcdee?source=tag_archive---------2-----------------------;https://medium.com/@komal.dhuri_41711?source=tag_archive---------2-----------------------
How to Train Custom Object Detector using TensorFlow Object Detection API;NaN;1;Train2Test;AI In Plain English;2020;6;1;AI;5;82;0;https://medium.com/ai-in-plain-english/how-to-train-custom-object-detector-using-tensorflow-object-detection-api-e30fda0fa7b4?source=tag_archive---------3-----------------------;https://medium.com/@traintotest99?source=tag_archive---------3-----------------------
Open the Black Box: Understand What Drives Predictions in Deep NLP Models;Applied and reproducible;1;Michal Mucha;Towards Data Science;2020;6;1;AI;9;34;0;https://towardsdatascience.com/open-the-black-box-understand-what-drives-predictions-in-deep-nlp-models-833f3dc923d0?source=tag_archive---------4-----------------------;https://towardsdatascience.com/@jeremimucha?source=tag_archive---------4-----------------------
This Entire Article Was Written by Open AIs GPT2;NaN;1;Limarc Ambalina;Becoming Human: Artificial Intelligence Magazine;2020;6;1;AI;7;257;0;https://becominghuman.ai/this-entire-article-was-written-by-open-ais-gpt2-adec829fe6bc?source=tag_archive---------5-----------------------;https://becominghuman.ai/@limarca?source=tag_archive---------5-----------------------
Review On YOLOv1;YOLO stands for You Only Look Once. As the name says, network only looks the image once to detect multiple objects. The main;1;Arun Mohan;Data Driven Investor;2020;6;1;AI;7;300;0;https://medium.com/datadriveninvestor/review-on-yolov1-3c85304b617d?source=tag_archive---------6-----------------------;https://medium.com/@arunm8489?source=tag_archive---------6-----------------------
Humanity Is In The Non-Essential;We are in the midst of the largest civil unrest in America in a generation. Though the direct cause is;1;Vitaly M. Golomb;NaN;2020;6;1;AI;5;26;0;https://medium.com/@vitalyg/humanity-is-in-the-non-essential-6058a1ab00ae?source=tag_archive---------7-----------------------;https://medium.com/@vitalyg?source=tag_archive---------7-----------------------
Learning AI: Python bases for Machine Learning;How to learn the Python's base to be a expert;1;Raynner Dourado Matos;NaN;2020;6;1;AI;9;18;0;https://medium.com/@raynnerdm/learning-ai-python-bases-for-machine-learning-d8de5fab318a?source=tag_archive---------8-----------------------;https://medium.com/@raynnerdm?source=tag_archive---------8-----------------------
AI and a renowned dancer performed togetherCan AI stimulate the dancers creativity?;NaN;1;Nao TokuiQosmo);Qosmo Lab;2020;6;1;AI;11;36;0;https://medium.com/qosmo-lab/ai-and-a-renowned-dancer-performed-together-can-ai-stimulate-the-dancers-creativity-2e8715fd32d6?source=tag_archive---------9-----------------------;https://medium.com/@naotokui?source=tag_archive---------9-----------------------
Adding Authentic Integrity to Artificial Intelligence: The Upside of Responsible AI;NaN;1;BCG GAMMA editor;BCG GAMMA;2020;6;1;AI;4;15;0;https://medium.com/bcggamma/adding-authentic-integrity-to-artificial-intelligence-the-upside-of-responsible-ai-60b8ccac5f00?source=tag_archive---------10-----------------------;https://medium.com/@ryanlafleur_57933?source=tag_archive---------10-----------------------
Introduction to RNN and LSTM(Part-1);This article is the beginning of the series on RNN and LSTM and in this one, Ill go through;1;Jeffy sam;Becoming Human: Artificial Intelligence Magazine;2020;6;1;AI;5;101;0;https://becominghuman.ai/introduction-to-rnn-and-lstm-part-1-b6a5934a791c?source=tag_archive---------11-----------------------;https://becominghuman.ai/@jeffysam02?source=tag_archive---------11-----------------------
Data Science Allyship;Some ways to be an anti-racist data scientist;1;Kate Christensen;Towards Data Science;2020;6;1;AI;4;2;0;https://towardsdatascience.com/data-science-allyship-aa4c4987ce22?source=tag_archive---------12-----------------------;https://towardsdatascience.com/@katec125?source=tag_archive---------12-----------------------
